StationCode,Lat,Lon,WaterLevel_m_bgl,Datetime
CHITTOWL_193,24.9955,74.7339,1.9,Post-monsoon_2022
CORPZ1819021,24.9648,74.7148,1.3,Post-monsoon_2022
CHITTOWL_235,24.8573,74.6088,2.9,Post-monsoon_2022
CHITTOWL_230,24.8726,74.6255,3.1,Post-monsoon_2022
BHILWL_287,25.674,74.8594,4.3,Post-monsoon_2022
BHILWL_288,25.7737,74.98,4.6,Post-monsoon_2022
BHILWL_298,25.851,74.8695,7.1,Post-monsoon_2022
BHILWL_284,25.6985,74.9922,3.2,Post-monsoon_2022
BHILWL_283,25.5941,74.8074,5.1,Post-monsoon_2022
BHILWL_296,25.8322,74.8263,2.3,Post-monsoon_2022
BARPZ0000014,24.9753,76.4282,7.4,Post-monsoon_2022
BARANWL_169,25.1734,76.5511,2.45,Post-monsoon_2022
BARPZ2018007,24.7912,76.5811,11.0,Post-monsoon_2022
BARANWL_85,24.9762,76.5235,12.8,Post-monsoon_2022
BARANWL_90,24.7877,76.5413,5.75,Post-monsoon_2022
BARANWL_102,24.8244,76.4776,3.5,Post-monsoon_2022
BARANWL_84,24.9316,76.4764,4.41,Post-monsoon_2022
BARANWL_82,24.9356,76.5341,10.3,Post-monsoon_2022
BARANWL_130,24.7598,76.7273,13.55,Post-monsoon_2022
BARANWL_81,24.9907,76.5502,5.35,Post-monsoon_2022
BARANWL_120,24.9809,76.5892,4.0,Post-monsoon_2022
BARPZ2018011,24.7476,76.6239,3.4,Post-monsoon_2022
BARANWL_122,24.8282,76.7154,1.4,Post-monsoon_2022
BARANWL_129,24.9591,76.6357,0.4,Post-monsoon_2022
BARPZ2018010,24.9034,76.6002,12.4,Post-monsoon_2022
BARANWL_131,24.7917,76.7066,3.1,Post-monsoon_2022
W245127076394001,24.858,76.661,0.84,Post-monsoon_2022
BARANWL_118,24.8519,76.5725,9.75,Post-monsoon_2022
BARPZ2018006,24.8414,76.6184,2.3,Post-monsoon_2022
BARANWL_123,24.9005,76.5509,3.3,Post-monsoon_2022
BARANWL_106,24.7455,76.6773,1.05,Post-monsoon_2022
BARANWL_83,24.9051,76.5047,2.1,Post-monsoon_2022
BARANWL_127,24.9142,76.6255,1.65,Post-monsoon_2022
BARANWL_178,25.216,76.5039,5.51,Post-monsoon_2022
BARANWL_196,25.0221,76.4136,2.7,Post-monsoon_2022
BARANWL_190,24.9866,76.38,3.4,Post-monsoon_2022
BARPZ2018012,25.0772,76.4322,4.14,Post-monsoon_2022
BARANWL_142,25.0789,76.6031,6.5,Post-monsoon_2022
BARANWL_166,25.1379,76.5417,2.66,Post-monsoon_2022
BARANWL_335,25.1391,76.4916,1.26,Post-monsoon_2022
BARANWL_164,25.2033,76.5511,6.42,Post-monsoon_2022
CHITTOWL_231,24.8386,74.6366,2.8,Post-monsoon_2022
BARANWL_152,25.2258,76.5521,8.75,Post-monsoon_2022
BARANWL_162,25.0503,76.482,4.15,Post-monsoon_2022
BARANWL_141,25.1127,76.5749,3.45,Post-monsoon_2022
BARANWL_183,25.0422,76.3924,1.7,Post-monsoon_2022
BARANWL_177,25.0795,76.3941,6.54,Post-monsoon_2022
BARANWL_174,25.1114,76.402,2.1,Post-monsoon_2022
W245930076283001,24.992,76.475,3.36,Post-monsoon_2022
W250600076311201,25.1028,76.527,1.55,Post-monsoon_2022
BARANWL_128,24.8413,76.6563,1.85,Post-monsoon_2022
BARANWL_163,25.0304,76.4713,4.55,Post-monsoon_2022
BARANWL_96,24.8814,76.6688,0.7,Post-monsoon_2022
CHITTOWL_236,24.8421,74.626,1.8,Post-monsoon_2022
W245100074352001,24.85,74.5889,6.6,Post-monsoon_2022
DAUPZ2223003,27.1445,76.5804,39.9,Post-monsoon_2022
DAUPZ0708013,27.1302,76.5875,39.4,Post-monsoon_2022
DAUPZ2223002,27.076,76.5332,19.9,Post-monsoon_2022
DAUPZ2122036,27.0123,76.5854,49.6,Post-monsoon_2022
DAUPZ2122035,27.0259,76.5585,45.7,Post-monsoon_2022
DAUPZ2122034,27.0068,76.6414,72.9,Post-monsoon_2022
DAUPZ2122033,27.0493,76.6912,58.5,Post-monsoon_2022
DAUPZ2122032,26.9893,76.5422,56.1,Post-monsoon_2022
DAUPZ1112003,27.0069,76.5667,56.1,Post-monsoon_2022
DAUPZ2122031,26.9795,76.5732,60.5,Post-monsoon_2022
DAUPZ2122030,27.0099,76.5733,51.3,Post-monsoon_2022
DAUPZ2122029,26.9576,76.4563,32.4,Post-monsoon_2022
DAUPZ2122028,27.0682,76.5563,53.8,Post-monsoon_2022
DAUPZ2122027,27.0531,76.6226,45.7,Post-monsoon_2022
DAUPZ2122026,27.0197,76.6628,79.1,Post-monsoon_2022
DAUPZ1516003,26.9854,76.4611,53.4,Post-monsoon_2022
DAUPZ2122025,26.9642,76.5424,46.8,Post-monsoon_2022
DAUPZ1213001,27.0641,76.437,21.8,Post-monsoon_2022
DAUPZ2122024,27.0119,76.5328,54.9,Post-monsoon_2022
DAUPZ1213002,27.0971,76.4186,21.1,Post-monsoon_2022
DAUPZ2223005,27.0953,76.4992,46.4,Post-monsoon_2022
W265850076170001,26.9806,76.2833,11.95,Post-monsoon_2022
W265830076173001,26.975,76.2917,13.12,Post-monsoon_2022
DAUPZ2122037,26.9415,76.4544,36.1,Post-monsoon_2022
W265345076193002,26.8958,76.325,13.48,Post-monsoon_2022
DAUPZ2223014,27.0983,76.596,38.6,Post-monsoon_2022
DAUPZ2223013,27.0707,76.5851,44.8,Post-monsoon_2022
DAUPZ2223012,27.0767,76.471,19.6,Post-monsoon_2022
DSAWL_25,27.0825,76.6212,39.8,Post-monsoon_2022
DAUPZ2223011,27.077,76.5465,54.6,Post-monsoon_2022
DAUPZ2223010,27.0974,76.5744,32.5,Post-monsoon_2022
DAUPZ2223009,27.1201,76.535,43.6,Post-monsoon_2022
DSAWL_21,27.0924,76.5485,41.7,Post-monsoon_2022
DSAWL_N9,27.1232,76.6093,33.6,Post-monsoon_2022
DAUPZ2223008,27.164,76.5706,37.6,Post-monsoon_2022
W270934076350001,27.1594,76.5833,60.52,Post-monsoon_2022
DSAWL_N3,27.061,76.4917,24.1,Post-monsoon_2022
DAUPZ2223006,27.0926,76.5709,33.4,Post-monsoon_2022
DAUPZ2223004,27.0509,76.3978,51.5,Post-monsoon_2022
DAUPZ1819001,27.041,76.6388,50.9,Post-monsoon_2022
DAUPZ2122023,27.0062,76.4732,50.8,Post-monsoon_2022
DAUPZ1011001,27.0042,76.4789,35.8,Post-monsoon_2022
DAUPZ2122006,27.0258,76.8402,43.9,Post-monsoon_2022
DAUPZ1617002,27.0509,76.7424,62.9,Post-monsoon_2022
DAUPZ2223007,27.0868,76.6912,63.9,Post-monsoon_2022
DAUPZ1617001,27.0942,76.6755,38.7,Post-monsoon_2022
DAUPZ2122005,27.0199,76.7182,66.2,Post-monsoon_2022
DAUPZ2122004,27.1216,76.8012,49.7,Post-monsoon_2022
DAUPZ1617003,27.0441,76.8242,50.9,Post-monsoon_2022
DAUPZ1516002,27.0351,76.8326,40.9,Post-monsoon_2022
DAUPZ2122003,27.0534,76.7951,35.9,Post-monsoon_2022
DAUPZ2122002,27.0427,76.761,47.4,Post-monsoon_2022
DSAWL_N8,27.0166,76.682,43.1,Post-monsoon_2022
DAUPZ2122001,27.079,76.7945,107.8,Post-monsoon_2022
CHITTOWL_242,24.9398,74.5176,9.1,Post-monsoon_2022
W245630074311001,24.9417,74.5194,12.98,Post-monsoon_2022
CORPZ1819020,24.9295,74.6656,3.27,Post-monsoon_2022
CHITTOWL_23,24.7553,74.5789,7.4,Post-monsoon_2022
CHITT5,24.8341,74.5831,14.35,Post-monsoon_2022
DAUPZ2122007,27.0504,76.7024,49.5,Post-monsoon_2022
W270550076471201,27.0972,76.7867,39.3,Post-monsoon_2022
DAUPZ2122008,27.0972,76.7877,52.8,Post-monsoon_2022
DAUPZ2122009,27.0205,76.6915,78.1,Post-monsoon_2022
DAUPZ2122081,26.945,76.5339,37.9,Post-monsoon_2022
DAUPZ2122022,26.9812,76.5215,50.9,Post-monsoon_2022
DAUPZ2122021,26.95,76.4806,42.7,Post-monsoon_2022
DAUPZ1718001,26.9545,76.5029,38.4,Post-monsoon_2022
DAUPZ2122020,27.0226,76.4455,32.5,Post-monsoon_2022
DAUPZ2122019,27.0353,76.5913,39.4,Post-monsoon_2022
DSAWL_N7,27.0447,76.5619,51.4,Post-monsoon_2022
DAUPZ2122018,27.018,76.5152,47.9,Post-monsoon_2022
CORPZ1819023,25.026,74.804,4.1,Post-monsoon_2022
DAUPZ2122017,27.0395,76.6239,42.9,Post-monsoon_2022
DAUPZ2223001,27.0724,76.8346,61.5,Post-monsoon_2022
DAUPZ2122015,26.9857,76.7168,45.6,Post-monsoon_2022
DAUPZ2122014,27.0188,76.7679,61.1,Post-monsoon_2022
DAUPZ2122013,27.0435,76.7227,52.7,Post-monsoon_2022
DAUPZ2122012,27.0792,76.7011,75.9,Post-monsoon_2022
DAUPZ2122011,26.9902,76.6844,61.4,Post-monsoon_2022
DAUPZ2122010,27.0949,76.7361,26.1,Post-monsoon_2022
DAUPZ1516001,27.0061,76.7431,58.9,Post-monsoon_2022
DAUPZ2122016,27.0064,76.6092,69.0,Post-monsoon_2022
W175030075321501,17.841667,75.5375,1.65,Post-monsoon_2022
ATAL/0522/ALW/RAJ/17,27.1585,76.4112,53.0,Post-monsoon_2022
ALWPZ1516005,27.185,76.4328,39.5,Post-monsoon_2022
AJMERWL_338,26.606,74.7053,13.7,Post-monsoon_2022
AJMERWL_242,26.5816,74.7017,2.5,Post-monsoon_2022
AJMERWL_007,26.4698,74.4158,37.3,Post-monsoon_2022
AJMPZ1718026,26.4739,74.4388,28.1,Post-monsoon_2022
AJMPZ1718025,26.4732,74.4276,31.0,Post-monsoon_2022
AJMERWL_335,26.5107,74.65,5.1,Post-monsoon_2022
AJMPZ1718021,26.5767,74.5922,30.7,Post-monsoon_2022
AJMERWL_51,26.5159,74.6705,2.3,Post-monsoon_2022
AJMERWL_334,26.5921,74.7248,22.7,Post-monsoon_2022
AJMERWL_326,26.44,74.5841,4.6,Post-monsoon_2022
AJMPZ1819027,26.4823,74.766,11.6,Post-monsoon_2022
AJMERWL_323,26.5542,74.7667,23.5,Post-monsoon_2022
AJMERWL_236,26.4876,74.5428,28.1,Post-monsoon_2022
AJMPZ1718017,26.4835,74.5176,36.2,Post-monsoon_2022
AJMPZ1718016,26.5048,74.5082,19.6,Post-monsoon_2022
AJMERWL_322,26.5307,74.7272,13.9,Post-monsoon_2022
AJMERWL_330,26.6197,74.8107,29.1,Post-monsoon_2022
AJMERWL_055,26.3417,74.7237,7.75,Post-monsoon_2022
AJMERWL_366,26.4674,74.682,11.1,Post-monsoon_2022
AJMERWL_258,26.3369,74.565,17.3,Post-monsoon_2022
AJMERWL_249,26.2849,74.4654,12.4,Post-monsoon_2022
AJMPZ1718019,26.4439,74.4245,30.4,Post-monsoon_2022
AJMERWL_246,26.4552,74.3878,14.3,Post-monsoon_2022
AJMERWL_244,26.2319,74.394,12.0,Post-monsoon_2022
AJMPZ1718015,26.3802,74.4374,11.3,Post-monsoon_2022
AJMERWL_255,26.3562,74.3811,6.9,Post-monsoon_2022
AJMPZ1718032,26.4579,74.4889,45.0,Post-monsoon_2022
AJMPZ1718030,26.4349,74.5038,41.3,Post-monsoon_2022
AJMPZ1718012,26.4522,74.4695,26.0,Post-monsoon_2022
AJMERWL_001,26.4462,74.465,26.9,Post-monsoon_2022
AJMPZ1718023,26.4774,74.5103,37.3,Post-monsoon_2022
AJMPZ1718022,26.4935,74.4927,22.8,Post-monsoon_2022
W262147074370001,26.3634,74.6074,3.9,Post-monsoon_2022
AJMERWL_259,26.3632,74.6075,1.3,Post-monsoon_2022
AJMERWL_328,26.4109,74.6614,5.8,Post-monsoon_2022
AJMERWL_329,26.4076,74.6579,2.8,Post-monsoon_2022
AJMPZ1718029,26.3482,74.5785,3.8,Post-monsoon_2022
AJMERWL_327,26.4542,74.6748,5.75,Post-monsoon_2022
AJMERWL_52,26.5691,74.676,20.8,Post-monsoon_2022
AJMERWL_321,26.5253,74.8078,13.3,Post-monsoon_2022
AJMERWL_319,26.4889,74.7562,24.8,Post-monsoon_2022
W175150075174501,17.867071,75.29241,2.2,Post-monsoon_2022
W175320075140701,17.88555,75.234388,1.9,Post-monsoon_2022
W174415075190001,17.7375,75.316667,1.6,Post-monsoon_2022
W173825075085501,17.639198,75.144803,4.75,Post-monsoon_2022
W173615075232001,17.600872,75.392651,2.55,Post-monsoon_2022
W174825075170001,17.807345,75.284614,2.1,Post-monsoon_2022
W174245075125001,17.712642,75.214589,3.1,Post-monsoon_2022
W174145075080001,17.696086,75.130118,4.1,Post-monsoon_2022
W175150075174502,17.862357,75.345063,5.9,Post-monsoon_2022
W173730075223201,17.629939,75.379989,3.55,Post-monsoon_2022
W173700075240001,17.616667,75.4,1.5,Post-monsoon_2022
W174030075193001,17.675,75.325,3.1,Post-monsoon_2022
W175200075180001,17.866667,75.3,3.5,Post-monsoon_2022
W174300075130001,17.716667,75.216667,3.7,Post-monsoon_2022
W174400075200001,17.733333,75.333333,2.2,Post-monsoon_2022
W175442075255601,17.911667,75.432222,10.1,Post-monsoon_2022
W175445075260001,17.9125,75.433333,11.1,Post-monsoon_2022
W174035075275001,17.674597,75.464443,4.5,Post-monsoon_2022
W175300075130001,17.883333,75.216667,3.75,Post-monsoon_2022
W173515075252001,17.598319,75.421064,2.0,Post-monsoon_2022
W174110075170501,17.686207,75.285235,4.1,Post-monsoon_2022
AJMPZ1718014,26.3709,74.5101,0.7,Post-monsoon_2022
AJMERWL_225,26.3709,74.5101,3.3,Post-monsoon_2022
AJMERWL_342,26.3904,74.7366,11.3,Post-monsoon_2022
AJMERWL_318,26.4466,74.7197,16.3,Post-monsoon_2022
AJMPZ1819030,26.5034,74.5511,41.4,Post-monsoon_2022
AJMERWL_317,26.6144,74.7336,20.6,Post-monsoon_2022
AJMERWL_325,26.6228,74.7514,21.0,Post-monsoon_2022
W195222073525201,19.872778,73.881111,2.4,Post-monsoon_2022
AJMPZ1718020,26.3495,74.4206,2.0,Post-monsoon_2022
AJMERWL_333,26.6303,74.723,13.2,Post-monsoon_2022
AJMERWL_315,26.4225,74.5674,1.1,Post-monsoon_2022
AJMERWL_362,26.4254,74.5692,2.0,Post-monsoon_2022
AJMERWL_339,26.4809,74.6099,1.9,Post-monsoon_2022
AJMERWL_006,26.4051,74.6363,4.8,Post-monsoon_2022
AJMERWL_54,26.4471,74.6621,2.4,Post-monsoon_2022
AJMERWL_13,26.4606,74.6451,3.25,Post-monsoon_2022
W174400075260001,17.732793,75.408755,1.54,Post-monsoon_2022
W174700075240001,17.783333,75.4,3.13,Post-monsoon_2022
AJMERWL_363,26.635,74.7222,22.1,Post-monsoon_2022
ALWARWL_203,27.0417,76.4083,18.0,Post-monsoon_2022
AJMERWL_012,26.3247,74.4301,16.6,Post-monsoon_2022
AJMERWL_005,26.2898,74.2885,29.5,Post-monsoon_2022
ATAL/0522/ALW/RAJ/11,27.2132,76.417,22.0,Post-monsoon_2022
ALWPZ1516004,27.1783,76.4756,4.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/10,27.2236,76.6429,76.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/09,27.1733,76.3825,5.0,Post-monsoon_2022
ALWARWL_204,27.1806,76.3778,17.5,Post-monsoon_2022
ATAL/0522/ALW/RAJ/12,27.1774,76.5447,22.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/08,27.0872,76.312,57.0,Post-monsoon_2022
W270705076193901,27.1181,76.3275,16.49,Post-monsoon_2022
ATAL/0522/ALW/RAJ/07,27.247,76.4341,7.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/04,27.3018,76.6211,61.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/03,27.1049,76.3328,34.0,Post-monsoon_2022
ALWPZ1516006,27.1183,76.3147,34.0,Post-monsoon_2022
W271615076331301,27.2708,76.5536,50.02,Post-monsoon_2022
ALWARWL_199,27.2806,76.5722,22.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/02,27.0821,76.321,15.0,Post-monsoon_2022
ALW2018040,27.2814,76.5844,25.0,Post-monsoon_2022
ALWPZ1516002,27.1264,76.4664,8.0,Post-monsoon_2022
ALW2018043,27.2428,76.465,3.5,Post-monsoon_2022
ALWARWL_206,27.1111,76.3583,15.0,Post-monsoon_2022
ALWPZ1516008,27.2622,76.4764,13.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/13,27.2636,76.562,69.0,Post-monsoon_2022
ALW2012046,27.2208,76.4611,13.5,Post-monsoon_2022
ALW2018042,27.145,76.3575,29.0,Post-monsoon_2022
ALWPZ1314007,27.2478,76.4164,9.5,Post-monsoon_2022
W271415076240001,27.238,76.4,5.68,Post-monsoon_2022
ALWARWL_213,27.225,76.4611,9.0,Post-monsoon_2022
ALWARWL_212,27.2417,76.4111,11.0,Post-monsoon_2022
ALW2012045,27.1039,76.3864,15.0,Post-monsoon_2022
ALWARWL_211,27.1806,76.6222,17.0,Post-monsoon_2022
ALW2012044,27.2203,76.5733,21.0,Post-monsoon_2022
ALWPZ1516003,27.2167,76.5281,12.0,Post-monsoon_2022
ALW2018041,27.2317,76.5186,60.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/16,27.1392,76.5299,34.0,Post-monsoon_2022
ALWPZ1314006,27.1714,76.5231,16.0,Post-monsoon_2022
ALWPZ1516007,27.2208,76.3694,13.0,Post-monsoon_2022
ATAL/0522/ALW/RAJ/15,27.2363,76.6323,81.0,Post-monsoon_2022
ALWARWL_208,27.2361,76.625,50.0,Post-monsoon_2022
ALWPZ1314005,27.1894,76.5839,40.0,Post-monsoon_2022
ALWPZ1314004,27.1336,76.5144,13.0,Post-monsoon_2022
ALWARWL_205,27.1417,76.3444,7.1,Post-monsoon_2022
ALWPZ1516001,27.1294,76.3578,9.0,Post-monsoon_2022
ALW2012039,27.1775,76.3708,5.15,Post-monsoon_2022
AJMERWL_343,26.3267,74.7967,9.65,Post-monsoon_2022
W261558074370301,26.2679,74.6178,12.4,Post-monsoon_2022
AJMERWL_263,26.2395,74.7199,7.8,Post-monsoon_2022
AJMPZ1718031,26.4185,74.4009,6.3,Post-monsoon_2022
AJMPZ1718028,26.4242,74.483,45.6,Post-monsoon_2022
AJMERWL_080,26.399,74.3742,5.1,Post-monsoon_2022
AJMERWL_011,26.4011,74.3813,4.4,Post-monsoon_2022
AJMERWL_257,26.4154,74.3122,2.6,Post-monsoon_2022
AJMPZ1819018,26.3862,74.3189,5.3,Post-monsoon_2022
AJMERWL_008,26.2853,74.3944,11.6,Post-monsoon_2022
AJMERWL_253,26.2769,74.508,10.5,Post-monsoon_2022
W261637074302901,26.2747,74.5112,12.5,Post-monsoon_2022
AJMERWL_254,26.2747,74.5112,8.9,Post-monsoon_2022
W261400074293001,26.2335,74.4778,11.59,Post-monsoon_2022
AJMERWL_252,26.2372,74.4695,14.8,Post-monsoon_2022
AJMPZ1819017,26.2736,74.3101,13.4,Post-monsoon_2022
AJMERWL_251,26.3351,74.3256,19.7,Post-monsoon_2022
AJMERWL_053,26.3379,74.7465,6.8,Post-monsoon_2022
AJMPZ1718011,26.3347,74.7562,6.7,Post-monsoon_2022
AJMERWL_344,26.3934,74.8501,3.6,Post-monsoon_2022
W262400074520001,26.3878,74.8534,3.62,Post-monsoon_2022
ATAL/0522/ALW/RAJ/01,27.2592,76.6116,23.0,Post-monsoon_2022
AJMERWL_010,26.2959,74.7179,3.2,Post-monsoon_2022
AJMERWL_009,26.2899,74.7347,1.75,Post-monsoon_2022
W261712074442501,26.2868,74.7404,3.35,Post-monsoon_2022
AJMPZ1819028,26.3204,74.8486,6.3,Post-monsoon_2022
AJMERWL_349,26.3649,74.9178,7.2,Post-monsoon_2022
AJMERWL_345,26.3317,74.8736,3.6,Post-monsoon_2022
AJMERWL_354,26.3945,74.8899,12.6,Post-monsoon_2022
AJMERWL_250,26.2841,74.2844,14.5,Post-monsoon_2022
AJMERWL_353,26.4292,74.7873,13.1,Post-monsoon_2022
AJMERWL_347,26.3105,74.9238,3.6,Post-monsoon_2022
W261830074554001,26.3083,74.9278,2.72,Post-monsoon_2022
AJMERWL_350,26.3272,74.9652,12.0,Post-monsoon_2022
AJMERWL_348,26.3118,74.927,7.3,Post-monsoon_2022
AJMPZ1819026,26.271,74.8499,2.1,Post-monsoon_2022
W261600074513001,26.28,74.8757,2.6,Post-monsoon_2022
AJMERWL_056,26.2839,74.8862,1.2,Post-monsoon_2022
AJMERWL_346,26.2567,74.789,8.0,Post-monsoon_2022
AJMERWL_351,26.2859,74.8261,15.0,Post-monsoon_2022
W195418074155301,19.903783,74.25445,0.2,Post-monsoon_2022
W195320073414501,19.891323,73.695495,2.9,Post-monsoon_2022
W194758073525401,19.799105,73.882128,3.3,Post-monsoon_2022
TKM068-OW,25.06085,79.27601,1.1,Post-monsoon_2022
TKM015-OW,25.1446,78.92538,4.5,Post-monsoon_2022
TKM071A-OW,25.06944,79.07647,9.8,Post-monsoon_2022
TKM030-OW,24.94786,79.13147,1.5,Post-monsoon_2022
TKM022A-OW,25.05534,79.02922,7.2,Post-monsoon_2022
TKM069A-OW,24.93363,79.20816,2.9,Post-monsoon_2022
TKM018-OW,25.10089,79.32247,2.7,Post-monsoon_2022
TKM024-OW,25.051,79.1272,4.2,Post-monsoon_2022
W250731079054001,25.1253,79.0944,10.4,Post-monsoon_2022
TKM016A-OW,25.14091,79.09291,10.6,Post-monsoon_2022
Tikm024-PZ,25.06923,79.31055,6.5,Post-monsoon_2022
Tikm019-PZ,25.01111,79.24944,4.14,Post-monsoon_2022
W250125079133001,25.0236,79.2375,3.76,Post-monsoon_2022
W250125079133002,25.0236,79.2375,4.63,Post-monsoon_2022
W250125079141501,25.0236,79.2375,4.05,Post-monsoon_2022
TKM025-OW,25.01111,79.24944,3.7,Post-monsoon_2022
TKM072A-OW,25.16205,79.09798,8.5,Post-monsoon_2022
TKM017-OW,25.08127,79.18643,3.75,Post-monsoon_2022
TKM074-OW,25.112,78.98034,1.9,Post-monsoon_2022
TKM073-OW,25.2483,78.99933,6.0,Post-monsoon_2022
TKM070A-OW,25.04083,79.18667,3.0,Post-monsoon_2022
W183840074534801,18.644444,74.896667,2.9,Post-monsoon_2022
W184300075020002,18.716667,75.033333,14.0,Post-monsoon_2022
W183800074530001,18.633333,74.883333,3.05,Post-monsoon_2022
W211917077440801,21.321389,77.735556,12.3,Post-monsoon_2022
W192938074214501,19.493889,74.362503,4.1,Post-monsoon_2022
W193340074124001,19.560405,74.209852,3.3,Post-monsoon_2022
W193515074144001,19.5875,74.244446,3.9,Post-monsoon_2022
W193220074125501,19.538889,74.215279,3.9,Post-monsoon_2022
W193355074230501,19.565277,74.38472,3.0,Post-monsoon_2022
W193750074121501,19.630556,74.20417,3.5,Post-monsoon_2022
W193530074180001,19.591667,74.3,2.8,Post-monsoon_2022
W193825074171001,19.640278,74.28611,3.5,Post-monsoon_2022
W193505074102501,19.419113,74.202169,2.9,Post-monsoon_2022
W193230074164001,19.541666,74.277779,4.1,Post-monsoon_2022
W193020074185001,19.505556,74.313889,3.5,Post-monsoon_2022
W193645074114502,19.612499,74.195831,3.1,Post-monsoon_2022
W192940074114501,19.494444,74.195831,3.5,Post-monsoon_2022
W192900074120001,19.483333,74.2,6.9,Post-monsoon_2022
W193105074220501,19.518055,74.368057,3.7,Post-monsoon_2022
W192340074105001,19.394444,74.180557,3.9,Post-monsoon_2022
W211400077440001,21.233333,77.733333,21.68,Post-monsoon_2022
W192045074180001,19.345833,74.300003,4.1,Post-monsoon_2022
W211620077441101,21.272222,77.736389,19.6,Post-monsoon_2022
W212016077341401,21.337778,77.570556,4.1,Post-monsoon_2022
W211955077520901,21.331944,77.869167,6.3,Post-monsoon_2022
W211522077522901,21.256194,77.874667,5.3,Post-monsoon_2022
W211440077471001,21.243694,77.806028,2.7,Post-monsoon_2022
W212015078004001,21.337367,78.010753,4.0,Post-monsoon_2022
W211015078030001,21.188126,78.046649,2.6,Post-monsoon_2022
W212410078050001,21.393167,78.071306,3.6,Post-monsoon_2022
W211430077490001,21.241667,77.816667,2.6,Post-monsoon_2022
W211618077510501,21.271667,77.851389,1.6,Post-monsoon_2022
W212335078050201,21.393056,78.083889,7.5,Post-monsoon_2022
W212300078033501,21.383333,78.059722,6.4,Post-monsoon_2022
W212115077455501,21.351191,77.765827,6.7,Post-monsoon_2022
W212110077455502,21.352778,77.765278,8.0,Post-monsoon_2022
W210858077352101,21.149444,77.589167,8.5,Post-monsoon_2022
W211905077410001,21.330389,77.680722,18.6,Post-monsoon_2022
W211940077405701,21.327778,77.6825,9.6,Post-monsoon_2022
W212035077484002,21.345139,77.809283,13.55,Post-monsoon_2022
W211945077435001,21.326639,77.732083,5.4,Post-monsoon_2022
W212001077482901,21.333611,77.808056,12.7,Post-monsoon_2022
W193735074103702,19.704435,74.19255,3.0,Post-monsoon_2022
W191930074141001,19.325001,74.236115,2.3,Post-monsoon_2022
W182600074552001,18.433332,74.922226,5.2,Post-monsoon_2022
W182600074560001,18.433333,74.933333,3.2,Post-monsoon_2022
W183520074515501,18.391691,74.880582,3.5,Post-monsoon_2022
W183100074590001,18.516667,74.983333,2.2,Post-monsoon_2022
W182345074514501,18.395834,74.862503,4.1,Post-monsoon_2022
W183810074511501,18.63611,74.854164,4.45,Post-monsoon_2022
W183420075084001,18.572222,75.144447,2.9,Post-monsoon_2022
W184215075053001,18.704166,75.091667,3.7,Post-monsoon_2022
W184345075013502,18.729166,75.02639,4.5,Post-monsoon_2022
W183145075031501,18.555414,75.066328,4.0,Post-monsoon_2022
W182940075054001,18.494444,75.094444,4.1,Post-monsoon_2022
W183845075054501,18.645833,75.095833,4.1,Post-monsoon_2022
W182845074440501,18.479166,74.734726,3.8,Post-monsoon_2022
